State,Long,"Place
Name","Zip
Code",County,Lat,
CA,-117.2874,Colton,92324,San Bernardino,34.0315,
AZ,-111.6806,Fort Mcdowell,85264,Maricopa,33.6118,
TX,-95.1056,Onalaska,77360,Polk,30.8225,
LA,-93.7526,Shreveport,71153,Caddo Parish,32.6076,
WV,-81.8921,Woodville,25572,Lincoln,38.1615,
MN,-94.9404,Redby,56670,Beltrami,47.8689,
ME,-69.3745,Waldoboro,4572,Lincoln,44.1046,
FL,-82.3473,Sarasota,34240,Sarasota,27.339,
IL,-89.2093,Roanoke,61561,Woodford,40.7956,
IL,-89.3684,Lincoln,62656,Logan,40.1451,
OK,-98.182,Ames,73718,Major,36.2423,
CT,-72.3986,Hebron,6248,Tolland,41.6842,
NM,-104.2937,Carlsbad,88221,Eddy,32.342,
FL,-81.2608,Orlando,32853,Orange,28.5663,
AZ,-112.3093,Avondale,85392,Maricopa,33.4777,
NC,-77.3926,Greenville,27833,Pitt,35.5804,
NY,-73.9682,Chelsea,12512,Dutchess,41.5528,
IN,-85.6239,Bippus,46713,Huntington,40.9442,
CA,-118.4065,Beverly Hills,90210,Los Angeles,34.0901,
MD,-76.5949,Pasadena,21123,Anne Arundel,38.9742,
IN,-85.7321,Jeffersonville,47199,Clark,38.2868,
WV,-80.2834,Shinnston,26431,Harrison,39.3888,
FL,-80.1937,Miami,33257,Miami-Dade,25.7743,
MN,-94.4516,Stewart,55385,McLeod,44.7259,
TX,-97.309,Myra,76253,Cooke,33.6178,
VA,-77.4366,Fredericksburg,22405,Stafford,38.3365,
AL,-86.0994,Wetumpka,36093,Elmore,32.5622,
SC,-79.3537,Centenary,29519,Marion,34.027,
NE,-97.861,Ong,68452,Clay,40.3968,
OK,-95.894,Bartlesville,74004,Washington,36.7114,
NJ,-74.7262,Avalon,8202,Cape May,39.0951,
NM,-106.6729,Albuquerque,87154,Bernalillo,35.0443,
NC,-78.0929,Goldsboro,27530,Wayne,35.3683,
WI,-89.2852,Madison,53783,Dane,43.1596,
AR,-94.3881,Foreman,71836,Little River,33.7176,
OH,-80.9113,Clarington,43915,Monroe,39.7819,
NE,-96.4961,Mead,68041,Saunders,41.2393,
IA,-93.1954,Mason City,50401,Cerro Gordo,43.1499,
IL,-87.8687,Des Plaines,60018,Cook,42.0155,
CO,-103.6556,Sugar City,81076,Crowley,38.2444,
MN,-93.2638,Minneapolis,55483,Hennepin,44.98,
CA,-117.2268,San Diego,92106,San Diego,32.7272,
IN,-86.9533,Huntingburg,47542,Dubois,38.2979,
NE,-96.3932,Yutan,68073,Saunders,41.234,
NC,-80.794,Davidson,28036,Mecklenburg,35.4858,
MN,-94.1974,Silver Lake,55381,McLeod,44.9139,
MI,-83.0458,Detroit,48279,Wayne,42.3314,
WI,-90.4967,Warrens,54666,Monroe,44.157,
ME,-69.4792,Chamberlain,4541,Lincoln,43.8843,
WI,-88.1555,Oconto Falls,54154,Oconto,44.8755,
MD,-77.7206,Hagerstown,21746,Washington,39.5638,
AL,-88.1332,Frankville,36538,Washington,31.6468,
NY,-77.144,Clifton Springs,14432,Ontario,42.9632,
CA,-120.1889,San Joaquin,93660,Fresno,36.6059,
NY,-75.6508,Oneida,13421,Madison,43.0862,
IL,-89.8686,Pleasant Plains,62677,Sangamon,39.8331,
IL,-88.6296,Arrowsmith,61722,McLean,40.412,
MO,-94.5868,Kansas City,64108,Jackson,39.0837,
AR,-93.2949,Waldo,71770,Columbia,33.36,
OH,-84.4205,Farmersville,45325,Montgomery,39.6867,
FL,-81.7564,Eagle Lake,33839,Polk,27.9787,
GA,-84.1361,Stone Mountain,30087,DeKalb,33.8105,
AL,-87.7972,Winfield,35594,Marion,33.9303,
WV,-81.1111,Camp Creek,25820,Mercer,37.4841,
RI,-71.4625,North Kingstown,2852,Washington,41.5894,
MI,-85.5503,Grand Rapids,49560,Kent,43.0314,
VA,-77.2888,West Mclean,22103,Fairfax,38.8318,
OH,-83.3485,Cynthiana,45624,Pike,39.1737,
AL,-86.3932,Hope Hull,36043,Montgomery,32.2243,
IA,-91.424,Montrose,52639,Lee,40.5139,
TX,-97.1282,Denton,76205,Denton,33.1903,
KY,-82.7212,Flatwoods,41139,Greenup,38.5188,
TX,-106.5048,El Paso,79968,El Paso,31.7705,
GA,-84.5836,Gay,30218,Meriwether,33.1274,
KY,-86.0523,Lucas,42156,Barren,36.8516,
TX,-93.7497,Newton,75966,Newton,30.8351,
MO,-93.7976,Mount Vernon,65712,Lawrence,37.1045,
VA,-78.8957,Mount Crawford,22841,Rockingham,38.3457,
WI,-92.6971,Osceola,54020,Polk,45.3218,
OH,-82.6687,Pataskala,43062,Licking,40.0009,
AL,-85.5933,Loachapoka,36865,Lee,32.6043,
CA,-119.6397,Fresno,93724,Fresno,36.7464,
VA,-77.8911,Marshall,20115,Fauquier,38.8405,
DC,-77.0146,Washington,20416,District of Columbia,38.8933,
CA,-120.7599,Georgetown,95634,El Dorado,38.9185,
VA,-77.3229,Triangle,22172,Prince William,38.5509,
CO,-105.0204,Denver,80211,Denver,39.7665,
NM,-103.7719,Kenna,88122,Roosevelt,33.8423,
WA,-120.369,Ardenvoir,98811,Chelan,47.7373,
WA,-120.135,Twisp,98856,Okanogan,48.3632,
AR,-94.1534,Fayetteville,72701,Washington,36.052,
WA,-122.588,Yelm,98597,Thurston,46.9206,
MA,-70.8791,Hathorne,1937,Essex,42.6354,
AK,-162.268,Marshall,99585,Kusilvak,61.9287,
MI,-84.9139,Portland,48875,Ionia,42.8624,
SC,-81.1787,Rock Hill,29733,York,34.9926,
MO,-91.0855,Stanton,63079,Franklin,38.2744,
NC,-81.666,Boone,28607,Watauga,36.2142,
WV,-81.8053,Uneeda,25205,Boone,38.0428,
MO,-93.7024,Everton,65646,Dade,37.3425,
SD,-101.7232,Morristown,57645,Corson,45.9386,
CA,-117.1402,San Diego,92126,San Diego,32.9161,
TX,-96.707,Hutchins,75141,Dallas,32.6396,
TX,-100.4455,Estelline,79233,Hall,34.5303,
MI,-83.9943,University Center,48710,Bay,43.5566,
NE,-96.1044,Cedar Creek,68016,Cass,41.0425,
AZ,-112.1226,Phoenix,85045,Maricopa,33.3022,
NC,-80.262,Lexington,27292,Davidson,35.8231,
MI,-83.2769,Lake Orion,48359,Oakland,42.7231,
TX,-96.2161,Kemp,75143,Henderson,32.2486,
NV,-115.1789,Henderson,89044,Lincoln,35.9025,
SC,-82.406,Greenville,29601,Greenville,34.8472,
CO,-105.8615,Tabernash,80478,Grand,39.9797,
KS,-97.3081,Haddam,66944,Washington,39.852,
IA,-95.3096,Northboro,51647,Page,40.6127,
ID,-112.4103,Pocatello,83205,Bannock,42.8062,
ME,-69.157,Garland,4939,Penobscot,45.0149,
PA,-75.503,Zieglerville,19492,Montgomery,40.2901,
TX,-96.686,Richardson,75082,Dallas,32.9865,
IL,-90.877,Pleasant Hill,62366,Pike,39.4467,
MI,-83.9927,Kawkawlin,48631,Bay,43.6794,
NE,-99.5814,Stamford,68977,Harlan,40.1163,
GA,-82.6227,Davisboro,31018,Washington,32.9443,
VA,-77.2888,Reston,22096,Fairfax,38.8318,
TN,-89.6501,Covington,38019,Tipton,35.5598,
CT,-73.3313,West Cornwall,6796,Litchfield,41.8689,
NJ,-74.712,Trenton,8604,Mercer,40.2805,
NY,-73.8207,Albany,12205,Albany,42.7198,
NE,-98.2411,Palmer,68864,Merrick,41.1788,
MA,-71.1842,Andover,5544,Essex,42.6472,
OH,-81.922,Guysville,45735,Athens,39.2493,
MD,-76.5979,Monkton,21111,Baltimore,39.5662,
PA,-74.8288,Levittown,19058,Bucks,40.1551,
TX,-93.927,Port Arthur,77642,Jefferson,29.9212,
ME,-69.8075,Smithfield,4978,Somerset,44.6301,
OK,-99.2781,Camargo,73835,Dewey,36.0212,
NE,-103.5177,Melbeta,69355,Scotts Bluff,41.7816,
SC,-81.9064,Drayton,29333,Spartanburg,34.9685,
TX,-101.8099,Stanton,79782,Martin,32.14,
MT,-114.1097,Lolo,59847,Missoula,46.7585,
CA,-118.1391,Pasadena,91101,Los Angeles,34.1468,
PA,-79.3773,Clarion,16214,Clarion,41.2123,
KS,-94.6558,Mission,66202,Johnson,39.0278,
NY,-73.5098,Moriah Center,12961,Essex,44.0612,
NC,-80.5587,Monroe,28111,Union,35.0112,
MN,-92.9047,Kettle River,55757,Carlton,46.5029,
MS,-89.7552,Sallis,39160,Attala,33.001,
NY,-73.7562,Albany,12242,Albany,42.6526,
CA,-117.2898,San Bernardino,92415,San Bernardino,34.1083,
FL,-81.8551,Fort Mc Coy,32134,Marion,29.391,
FL,-81.4888,Apopka,32703,Orange,28.6354,
KY,-88.9455,Bandana,42022,Ballard,37.1459,
LA,-92.1193,Monroe,71207,Ouachita Parish,32.5093,
FL,-83.135,Jennings,32053,Hamilton,30.5482,
MN,-95.3752,Clearbrook,56634,Clearwater,47.7146,
NJ,-75.4124,Quinton,8072,Salem,39.5459,
CA,-119.6982,Santa Barbara,93140,Santa Barbara,34.4208,
LA,-91.6822,Bonita,71223,Morehouse,32.9123,
CO,-104.5523,Pueblo,81011,Pueblo,38.1286,
ND,-102.3368,Halliday,58636,Dunn,47.3517,
NY,-73.6912,Hollowville,12530,Columbia,42.2054,
DE,-75.597,Newark,19714,New Castle,39.5645,
CA,-119.2459,Delano,93215,Kern,35.7715,
CA,-122.0703,Walnut Creek,94595,Contra Costa,37.8753,
ME,-69.6344,Alna,4535,Lincoln,44.0878,
MD,-77.4636,Frederick,21703,Frederick,39.3647,
CO,-104.8377,Aurora,80012,Arapahoe,39.6987,
AZ,-112.074,Phoenix,85070,Maricopa,33.4484,
CA,-120.3108,Standard,95373,Tuolumne,37.9666,
AK,-133.1607,Petersburg,99833,Wrangell-Petersburg (C,56.8271,
TX,-97.4094,Taylor,76574,Williamson,30.5708,
MS,-90.1848,Jackson,39286,Hinds,32.2988,
WV,-81.1806,Skelton,25919,Raleigh,37.8005,
FL,-81.525,Orlando,32836,Orange,28.4115,
NY,-73.5542,Amenia,12501,Dutchess,41.8447,
NM,-106.069,Ohkay Owingeh,87566,Rio Arriba,36.0508,
SC,-80.8435,Okatie,29909,Jasper,32.3301,
LA,-92.6568,Colfax,71417,Grant,31.5079,
CA,-117.4075,Hesperia,92344,San Bernardino,34.4239,
FL,-82.568,Homosassa,34448,Citrus,28.788,
SD,-101.5129,Watauga,57660,Corson,45.9276,
IA,-93.37,Coulter,50431,Franklin,42.7382,
MA,-71.2315,Waban,2468,Middlesex,42.3271,
WI,-90.1718,Marshfield,54404,Wood,44.6689,
FL,-82.3304,Inverness,34451,Citrus,28.8358,
MI,-85.1764,Hulbert,49748,Chippewa,46.3908,
IN,-84.8787,Butler,46721,DeKalb,41.4287,
TX,-97.8306,Kingsbury,78638,Guadalupe,29.6726,
CA,-117.9862,La Puente,91746,Los Angeles,34.0443,
FL,-80.4156,Fort Lauderdale,33327,Broward,26.1168,
NY,-73.4154,Stephentown,12169,Rensselaer,42.5855,
NY,-73.965,Brooklyn,11230,Kings,40.6225,
IA,-92.2268,Eldon,52554,Wapello,40.9261,
TX,-101.374,Big Spring,79721,Howard,32.2733,
OH,-84.4089,Stryker,43557,Williams,41.4861,
WV,-81.0817,Prince,25907,Fayette,37.8532,
MT,-107.4973,Crow Agency,59022,Big Horn,45.6296,
IL,-90.2616,London Mills,61544,Fulton,40.695,
OH,-83.7927,Huntsville,43324,Logan,40.4413,
CA,-121.7875,San Jose,95119,Santa Clara,37.2329,
VA,-80.8188,Draper,24324,Pulaski,36.9697,
GA,-84.2728,Griffin,30223,Spalding,33.2549,
NY,-73.7908,Jamaica,11439,Queens,40.722,
ME,-68.6863,Sargentville,4673,Hancock,44.3136,
MN,-93.2199,Minneapolis,55414,Hennepin,44.9779,
NY,-74.0163,New York,10280,New York,40.7105,
CA,-118.6093,Camp Nelson,93208,Tulare,36.1427,
MI,-85.9887,Glen Arbor,49636,Leelanau,44.8734,
TX,-98.4616,San Antonio,78296,Bexar,29.4375,
NV,-115.2644,Las Vegas,89128,Clark,36.1968,
IL,-89.897,Brimfield,61517,Peoria,40.8407,
VA,-79.3523,Buena Vista,24416,Buena Vista (city),37.7396,
AR,-92.5042,Harriet,72639,Searcy,35.9991,
AL,-88.0934,Saraland,36571,Mobile,30.8332,
MN,-93.2545,Minneapolis,55407,Hennepin,44.9378,
NY,-77.456,Penfield,14526,Monroe,43.1396,
NC,-81.3509,Cherryville,28021,Gaston,35.3747,
TX,-96.6775,Garland,75042,Dallas,32.9185,
GA,-82.8718,East Dublin,31027,Laurens,32.5482,
GA,-84.4741,Atlanta,31126,Fulton,33.8444,
IL,-88.8306,Clare,60111,DeKalb,42.0086,
MI,-85.7061,Mesick,49668,Wexford,44.4075,
CT,-71.981,East Woodstock,6244,Windham,41.9843,
GA,-84.2196,Putney,31782,Dougherty,31.5431,
AK,-149.9443,Anchorage,99530,Anchorage Municipality,61.1515,
VA,-79.6521,Moneta,24121,Bedford,37.1784,
WV,-79.9017,Moatsville,26405,Barbour,39.2234,
NJ,-74.414,Boonton,7005,Morris,40.9115,
MI,-85.9836,Grand Marais,49839,Alger,46.6529,
OH,-81.1031,Minerva,44657,Stark,40.742,
MS,-90.7865,Rena Lara,38767,Coahoma,34.1412,
OR,-118.4642,Crane,97732,Harney,43.4262,
MO,-89.5181,Scott City,63780,Scott,37.2077,
MT,-114.8693,Trego,59934,Lincoln,48.7052,
PA,-75.1489,Doylestown,18901,Bucks,40.3054,
IA,-95.6403,Sidney,51652,Fremont,40.7507,
MO,-89.819,Parma,63870,New Madrid,36.5856,
MO,-94.5928,Drexel,64742,Bates,38.4956,
SC,-79.377,Dillon,29536,Dillon,34.4146,
NC,-78.1255,Oak Island,28465,Brunswick,33.9161,
CA,-121.9769,Santa Clara,95055,Santa Clara,37.3451,
LA,-91.7794,Saint Martinville,70582,St. Martin,30.2237,
WI,-91.1088,Ladysmith,54848,Rusk,45.4719,
VA,-79.9579,Roanoke,24001,Roanoke (city),37.2742,
PA,-75.5343,Blakeslee,18610,Monroe,41.0485,
OH,-80.6202,Rogers,44455,Columbiana,40.7789,
VA,-76.2785,Chesapeake,23327,Chesapeake (city),36.7085,
MN,-96.8674,Stephen,56757,Marshall,48.4525,
VT,-72.8853,Underhill Center,5490,Chittenden,44.5047,
NY,-73.6408,Altona,12910,Clinton,44.8816,
NC,-78.5571,Stovall,27582,Granville,36.4424,
KY,-83.7186,Plummers Landing,41081,Fleming,38.3481,
MA,-71.2265,Lexington,2421,Middlesex,42.4426,
WI,-90.8245,Woodman,53827,Grant,43.0577,
IL,-88.9534,Decatur,62523,Macon,39.8417,
DC,-77.0431,Washington,20503,District of Columbia,38.9007,
MS,-90.4654,Summit,39666,Pike,31.2975,
IL,-88.269,Braceville,60407,Grundy,41.2288,
WV,-80.388,Cleveland,26215,Upshur,38.7133,
UT,-111.5998,Salem,84653,Utah,40.0113,
CA,-121.4006,Sacramento,95828,Sacramento,38.4826,
AR,-91.9004,Ward,72176,Lonoke,34.9532,
VA,-77.1129,Arlington,22219,Arlington,38.8808,
NH,-72.2019,Sullivan,3445,Cheshire,42.9982,
TN,-90.0123,Memphis,38116,Shelby,35.0303,
MN,-94.774,Odin,56160,Watonwan,43.8824,
MO,-92.709,Armstrong,65230,Howard,39.2566,
CO,-104.6556,Colorado Springs,80951,El Paso,38.8881,
GA,-82.9976,Ambrose,31512,Coffee,31.5367,
NH,-71.8703,New Ipswich,3071,Hillsborough,42.7511,
SC,-80.8331,Rowesville,29133,Orangeburg,33.3703,
TX,-98.6834,Gorman,76454,Eastland,32.2234,
DE,-75.6904,Clayton,19938,Kent,39.2564,
WA,-122.469,Mcchord Afb,98438,Pierce,47.2258,
IN,-86.9295,Jasper,47546,Dubois,38.3604,
MD,-76.6297,Glen Burnie,21061,Anne Arundel,39.1618,
NC,-78.0234,Willard,28478,Pender,34.6845,
CA,-119.2932,Ventura,93007,Ventura,34.2783,
MI,-87.8257,Felch,49831,Dickinson,45.9972,
NE,-97.8223,Tilden,68781,Madison,42.0496,
MI,-86.2604,Watervliet,49098,Berrien,42.1938,
CT,-73.2091,Bethlehem,6751,Litchfield,41.6387,
VT,-72.285,Greensboro,5841,Orleans,44.5951,
AL,-88.0174,Creola,36525,Mobile,30.9013,
TX,-97.3325,Fort Worth,76134,Tarrant,32.6469,
MD,-76.7466,Avenue,20609,St. Mary's,38.2826,
MO,-92.9683,Blackwater,65322,Cooper,38.9727,
ME,-69.5804,South China,4358,Kennebec,44.3953,
TN,-86.8796,Ardmore,38449,Giles,35.0574,
IN,-86.4164,Delong,46922,Fulton,41.1384,
VA,-77.1263,Arlington,22207,Arlington,38.9033,
MA,-70.942,Lynn,1902,Essex,42.4698,
KY,-83.6316,Salt Lick,40371,Bath,38.104,
TX,-96.2303,Lissie,77454,Wharton,29.5353,
AL,-85.9246,Gadsden,35901,Etowah,34.048,
OK,-97.3488,Spencer,73084,Oklahoma,35.5183,
TX,-98.2566,Campbellton,78008,Atascosa,28.767,
TX,-95.5508,Huntsville,77344,Walker,30.7235,
WI,-89.305,Wyocena,53969,Columbia,43.4989,
PA,-77.3758,Mc Clure,17841,Snyder,40.6991,
TX,-95.8491,Oakwood,75855,Leon,31.5849,
ID,-116.3006,Riggins,83549,Idaho,45.397,
IL,-88.8058,Shelbyville,62565,Shelby,39.458,
LA,-90.3859,New Sarpy,70078,St. Charles,29.9817,
SD,-96.9859,South Shore,57263,Codington,45.1049,
KS,-95.7178,Topeka,66604,Shawnee,39.0405,
PA,-78.5346,Ashville,16613,Cambria,40.5513,
TX,-96.9722,Irving,75016,Dallas,32.8987,
FL,-81.8622,Florahome,32140,Putnam,29.7581,
KS,-95.84,Burlingame,66413,Osage,38.7634,
IN,-85.7253,Anderson,46011,Madison,40.1146,
TX,-98.1245,New Braunfels,78131,Comal,29.703,
FL,-81.0632,Marathon Shores,33052,Monroe,24.7233,
IN,-86.2949,South Bend,46628,St. Joseph,41.7015,
KS,-98.9077,Athol,66932,Smith,39.7719,
MI,-86.4783,Saint Joseph,49085,Berrien,42.064,
NV,-115.2748,Deeth,89823,Elko,41.0655,
MI,-88.4588,Calumet,49913,Houghton,47.2439,
VA,-79.1335,Lynchburg,24513,Campbell,37.2458,
OK,-97.3975,Norman,73070,Cleveland,35.1876,
WA,-124.6261,La Push,98350,Clallam,47.9052,
NJ,-74.1157,Middletown,7748,Monmouth,40.3944,
OK,-94.8513,Twin Oaks,74368,Delaware,36.2054,
MO,-92.0155,Argyle,65001,Osage,38.2986,
KY,-85.0557,Ghent,41045,Carroll,38.7188,
MN,-93.4252,Lonsdale,55046,Rice,44.4477,
MN,-93.918,Young America,55397,Carver,44.7929,
FL,-84.2877,Tallahassee,32307,Leon,30.4257,
IL,-89.4185,Kincaid,62540,Christian,39.5838,
IA,-95.2671,Kirkman,51447,Shelby,41.7308,
MN,-95.1283,Wadena,56482,Wadena,46.4401,
PA,-79.2799,Hawthorn,16230,Clarion,41.0178,
OH,-81.3683,Canton,44711,Stark,40.8118,
MS,-88.8267,Cedarbluff,39741,Clay,33.6162,
PA,-76.6914,Wiconisco,17097,Dauphin,40.5734,
MO,-89.7565,Grayridge,63850,Stoddard,36.8283,
NJ,-74.8937,High Bridge,8829,Hunterdon,40.6684,
ME,-69.1079,Exeter,4435,Penobscot,44.9679,
MS,-90.1068,Arkabutla,38602,Tate,34.6863,
IA,-91.6853,Cedar Rapids,52404,Linn,41.9521,
NH,-71.7507,Bristol,3222,Grafton,43.612,
PA,-75.1624,Dresher,19025,Montgomery,40.1431,
IA,-92.4098,Ottumwa,52501,Wapello,41.0309,
LA,-93.7526,Shreveport,71133,Caddo Parish,32.6076,
WV,-81.9995,Griffithsville,25521,Lincoln,38.2197,
VA,-77.4603,Richmond,23260,City of Richmond,37.5538,
PA,-79.822,Turtle Creek,15145,Allegheny,40.4113,
OK,-94.743,Quapaw,74363,Ottawa,36.9282,
WY,-107.174,Ranchester,82839,Sheridan,44.9171,
MS,-88.6443,Artesia,39736,Lowndes,33.4115,
NJ,-73.9544,Englewood Cliffs,7632,Bergen,40.882,
OR,-123.0286,Salem,97311,Marion,44.9438,
OH,-84.3247,Delphos,45833,Allen,40.8336,
OK,-97.6401,Blanchard,73010,McClain,35.1192,
OH,-81.4241,Canton,44708,Stark,40.812,
PA,-75.1661,Philadelphia,19102,Philadelphia,39.9489,
NY,-76.043,Limerick,13657,Jefferson,44.0292,
CA,-122.6878,Santa Rosa,95404,Sonoma,38.4534,
KY,-82.599,Burdine,41517,Letcher,37.1893,
MS,-89.1324,Wiggins,39577,Stone,30.8609,
WA,-119.4053,Mansfield,98830,Douglas,47.9021,
CA,-117.8386,Aliso Viejo,92698,Orange,33.6686,
VA,-79.9579,Roanoke,24038,Roanoke (city),37.2742,
NJ,-75.0664,Haddon Heights,8035,Camden,39.8788,
NC,-80.5615,Salisbury,28147,Rowan,35.6817,
TN,-83.015,Del Rio,37727,Cocke,35.883,
KY,-82.7945,Paintsville,41240,Johnson,37.8242,
IN,-86.1386,Indianapolis,46205,Marion,39.8268,
NM,-108.7578,Reserve,87830,Catron,33.7131,
OK,-98.9795,Clinton,73601,Custer,35.5115,
CA,-117.7868,Irvine,92604,Orange,33.6899,
CA,-122.4619,Daly City,94016,San Mateo,37.7058,
NY,-78.0573,South Byron,14557,Genesee,43.0416,
NC,-78.7637,Clarendon,28432,Columbus,34.1761,
PA,-79.2425,Fisher,16225,Clarion,41.2665,
GA,-81.294,Richmond Hill,31324,Bryan,31.8962,
CA,-119.7053,Armona,93202,Kings,36.3095,
PA,-76.3328,Branchdale,17923,Schuylkill,40.6643,
WV,-82.2774,Huntington,25772,Cabell,38.4134,
LA,-93.7526,Shreveport,71135,Caddo Parish,32.6076,
CA,-122.4411,San Francisco,94112,City and County of San Francisco,37.7195,
TN,-82.081,Roan Mountain,37687,Carter,36.1773,
OK,-99.7858,May,73851,Harper,36.6226,
NE,-100.85,Culbertson,69024,Hitchcock,40.2237,
WI,-90.0676,Spring Green,53588,Sauk,43.1883,
IA,-96.3534,Sergeant Bluff,51054,Woodbury,42.4019,
MN,-92.733,Taylors Falls,55084,Chisago,45.4576,
IL,-89.0219,Triumph,61371,La Salle,41.4991,
LA,-91.0804,Baton Rouge,70898,East Baton Rouge Parish,30.5159,
MD,-77.0198,Glenelg,21737,Howard,39.2546,
CA,-122.5855,San Rafael,94903,Marin,38.0339,
OR,-119.8303,Spray,97874,Wheeler,44.8242,
NE,-96.9513,Pleasant Dale,68423,Seward,40.8133,
MO,-94.2062,Buckner,64016,Jackson,39.1303,
PA,-79.8989,Boyers,16016,Butler,41.1084,
PA,-76.5183,Unityville,17774,Lycoming,41.2436,
KY,-83.3916,Hoskinston,40844,Leslie,37.0773,
VT,-72.5579,Brattleboro,5303,Windham,42.8509,
IL,-90.4652,Coal Valley,61240,Rock Island,41.4351,
MI,-85.0077,Palo,48870,Ionia,43.1136,
VA,-78.3475,Wolftown,22748,Madison,38.3557,
CA,-118.3199,Gardena,90249,Los Angeles,33.8998,
SC,-80.7081,Cameron,29030,Calhoun,33.5703,
NJ,-75.117,Gloucester City,8030,Camden,39.8911,
MS,-90.0088,Pinola,39149,Simpson,31.8277,
AL,-86.0562,Scottsboro,35769,Jackson,34.618,
CA,-118.5426,Santa Clarita,91382,Los Angeles,34.3917,
UT,-111.8931,Salt Lake City,84115,Salt Lake,40.7145,
AK,-164.6475,Alakanuk,99554,Kusilvak,62.6944,
WV,-81.7022,Van,25206,Boone,37.9712,
MN,-95.7903,Gatzke,56724,Marshall,48.4104,
TX,-96.7708,Chriesman,77838,Burleson,30.5994,
GA,-84.3808,Atlanta,30315,Fulton,33.7051,
AZ,-112.074,Phoenix,85062,Maricopa,33.4484,
MA,-72.1306,New Braintree,1531,Worcester,42.3198,
NJ,-74.2742,South Amboy,8879,Middlesex,40.464,
MO,-94.363,Archie,64725,Cass,38.4986,
NY,-73.7343,Great Neck,11023,Nassau,40.7993,
MN,-93.0969,Saint Paul,55117,Ramsey,44.9995,
LA,-91.8296,Breaux Bridge,70517,St. Martin,30.2948,
LA,-92.4196,Mamou,70554,Evangeline,30.6496,
CA,-118.117,Bellflower,90707,Los Angeles,33.8817,
MA,-71.3137,Lincoln,1773,Middlesex,42.4217,
GA,-82.6759,Glenwood,30428,Wheeler,32.1572,
TX,-102.1146,Dryden,78851,Terrell,30.0446,
PA,-80.328,Koppel,16136,Beaver,40.8348,
NY,-74.7345,Ferndale,12734,Sullivan,41.7349,
TX,-98.4128,San Antonio,78220,Bexar,29.4106,
OH,-80.685,North Kingsville,44068,Ashtabula,41.9046,
VA,-76.6154,Village,22570,Richmond,37.9472,
TX,-97.8287,Pandora,78143,Wilson,29.2484,
NV,-114.0722,Mesquite,89024,Clark,36.8101,
TX,-96.2387,Donie,75838,Freestone,31.4873,
KS,-95.2086,Lawrence,66044,Douglas,39.0289,
PA,-78.1508,Winburne,16879,Clearfield,40.9696,
MO,-92.3112,Columbia,65202,Boone,38.995,
TX,-103.0168,Bledsoe,79314,Cochran,33.5997,
MT,-114.2355,Somers,59932,Flathead,48.0793,
PA,-75.7288,Saint Peters,19470,Chester,40.1867,
VT,-72.9609,Readsboro,5350,Bennington,42.7837,
MI,-89.1146,Greenland,49929,Ontonagon,46.7809,
WA,-122.321,Seattle,98102,King,47.6302,
NE,-98.1063,Fairfield,68938,Clay,40.4285,
ID,-115.9711,Boise,83716,Ada,43.5345,
FL,-82.4021,Tampa,33646,Hillsborough,28.094,
FL,-86.2023,Defuniak Springs,32433,Walton,30.8494,
IA,-91.0439,Oakville,52646,Louisa,41.1003,
TX,-98.4831,Pleasanton,78064,Atascosa,28.9924,
IN,-85.3477,Clarksburg,47225,Decatur,39.4241,
AR,-94.1276,Lockesburg,71846,Sevier,33.9306,
MO,-90.2435,Saint Louis,63177,St. Louis (city),38.6531,
IA,-95.2217,Coin,51636,Page,40.6686,
WV,-80.5953,Triadelphia,26059,Ohio,40.0699,
NY,-78.9844,Dayton,14041,Cattaraugus,42.4086,
MA,-71.5745,Groton,1470,Middlesex,42.6112,
IN,-85.379,Muncie,47303,Delaware,40.218,
TX,-95.4342,Houston,77284,Harris,29.834,
WI,-88.7841,Brandon,53919,Fond du Lac,43.7258,
KS,-100.3364,Meade,67864,Meade,37.2821,
OH,-83.1838,Galloway,43119,Franklin,39.9366,
MI,-83.1702,Deford,48729,Tuscola,43.4735,
OH,-83.7625,Russellville,45168,Brown,38.8511,
MI,-84.1971,Midland,48674,Midland,43.6129,
IL,-90.7457,Kirkwood,61447,Warren,40.8638,
MO,-91.952,Kingdom City,65262,Callaway,38.9551,
PA,-77.7186,State Line,17263,Franklin,39.7248,
NY,-76.3323,Marcellus,13108,Onondaga,42.9821,
NY,-75.4533,Westmoreland,13490,Oneida,43.1017,
CT,-72.1172,Quaker Hill,6375,New London,41.4032,
OH,-81.1822,Graysville,45734,Monroe,39.663,
PA,-75.0271,Tamiment,18371,Pike,41.1423,
VA,-77.0622,Rollins Fork,22544,King George,38.1849,
FL,-81.9855,Arcadia,34269,DeSoto,27.0675,
CA,-118.6643,Posey,93260,Tulare,35.8135,
TX,-94.7303,Longview,75601,Gregg,32.5178,
PA,-79.3326,Derry,15627,Westmoreland,40.3349,
SC,-79.9802,Greeleyville,29056,Williamsburg,33.5966,
MA,-71.8414,Holden,1520,Worcester,42.342,
NY,-73.3522,Eagle Bridge,12057,Washington,42.9808,
AR,-90.3401,Rivervale,72377,Poinsett,35.674,
ME,-68.5077,Lincoln,4457,Penobscot,45.3508,
OH,-83.8552,Grand Rapids,43522,Wood,41.4379,
MN,-95.9164,Holloway,56249,Swift,45.2708,
LA,-92.5988,Joyce,71440,Winn,31.9393,
VT,-73.0825,South Burlington,5407,Chittenden,44.4421,
