County,"Zip
Code",Lat,"Place
Name",State,Long
Queens,11425,40.6514,Jamaica,NY,-73.8708
Queens,11426,40.7347,Bellerose,NY,-73.723
Queens,11427,40.7277,Queens Village,NY,-73.7489
Queens,11428,40.7208,Queens Village,NY,-73.7433
Queens,11429,40.709,Queens Village,NY,-73.7401
Queens,11430,40.6472,Jamaica,NY,-73.7827
Queens,11431,40.6869,Jamaica,NY,-73.8501
Queens,11432,40.7119,Jamaica,NY,-73.7944
Queens,11433,40.6969,Jamaica,NY,-73.7877
Queens,11434,40.6775,Jamaica,NY,-73.7758
Queens,11435,40.7029,Jamaica,NY,-73.8111
Queens,11436,40.6763,Jamaica,NY,-73.7966
Queens,11439,40.722,Jamaica,NY,-73.7908
Queens,11451,40.6514,Jamaica,NY,-73.8708
Queens,11499,40.6514,Jamaica,NY,-73.8708
Nassau,11501,40.7469,Mineola,NY,-73.6398
Nassau,11507,40.7703,Albertson,NY,-73.6514
Nassau,11509,40.5887,Atlantic Beach,NY,-73.7255
Nassau,11510,40.6548,Baldwin,NY,-73.6097
Nassau,11514,40.7512,Carle Place,NY,-73.6119
Nassau,11516,40.6236,Cedarhurst,NY,-73.7264
Nassau,11518,40.6404,East Rockaway,NY,-73.6674
Nassau,11520,40.6536,Freeport,NY,-73.5866
Nassau,11530,40.7245,Garden City,NY,-73.6487
Nassau,11531,40.7268,Garden City,NY,-73.6343
Nassau,11542,40.865,Glen Cove,NY,-73.6277
Nassau,11545,40.8281,Glen Head,NY,-73.6076
Nassau,11547,40.7548,Glenwood Landing,NY,-73.6018
Nassau,11548,40.8125,Greenvale,NY,-73.6261
Nassau,11549,40.7172,Hempstead,NY,-73.6027
Nassau,11550,40.7049,Hempstead,NY,-73.6176
Nassau,11551,40.7062,Hempstead,NY,-73.6187
Nassau,11552,40.6929,West Hempstead,NY,-73.6539
Nassau,11553,40.702,Uniondale,NY,-73.592
Nassau,11554,40.7149,East Meadow,NY,-73.5561
Nassau,11555,40.7004,Uniondale,NY,-73.5929
Nassau,11556,40.7548,Uniondale,NY,-73.6018
Nassau,11557,40.6404,Hewlett,NY,-73.6957
Nassau,11558,40.604,Island Park,NY,-73.6554
Nassau,11559,40.614,Lawrence,NY,-73.733
Nassau,11560,40.8817,Locust Valley,NY,-73.5927
Nassau,11561,40.5877,Long Beach,NY,-73.6595
Nassau,11563,40.6571,Lynbrook,NY,-73.6741
Nassau,11565,40.675,Malverne,NY,-73.6731
Nassau,11566,40.6685,Merrick,NY,-73.5536
Nassau,11568,40.7882,Old Westbury,NY,-73.5875
Nassau,11569,40.5905,Point Lookout,NY,-73.5808
Nassau,11570,40.6637,Rockville Centre,NY,-73.638
Nassau,11571,40.6587,Rockville Centre,NY,-73.6412
Nassau,11572,40.6362,Oceanside,NY,-73.6375
Nassau,11575,40.6802,Roosevelt,NY,-73.5867
Nassau,11576,40.7984,Roslyn,NY,-73.6477
Nassau,11577,40.7845,Roslyn Heights,NY,-73.6403
Nassau,11579,40.846,Sea Cliff,NY,-73.6436
Nassau,11580,40.6742,Valley Stream,NY,-73.7057
Nassau,11581,40.6523,Valley Stream,NY,-73.7118
Nassau,11582,40.6643,Valley Stream,NY,-73.7085
Nassau,11590,40.7557,Westbury,NY,-73.5723
Nassau,11596,40.7592,Williston Park,NY,-73.6449
Nassau,11598,40.6326,Woodmere,NY,-73.7141
Nassau,11599,40.7268,Garden City,NY,-73.6343
Queens,11690,40.6054,Far Rockaway,NY,-73.7551
Queens,11691,40.6006,Far Rockaway,NY,-73.758
Queens,11692,40.5923,Arverne,NY,-73.7933
Queens,11693,40.6076,Far Rockaway,NY,-73.8198
Queens,11694,40.5766,Rockaway Park,NY,-73.8428
Queens,11695,40.6514,Far Rockaway,NY,-73.8708
Queens,11697,40.5594,Breezy Point,NY,-73.9067
Suffolk,11701,40.6842,Amityville,NY,-73.4171
Suffolk,11702,40.6957,Babylon,NY,-73.3257
Suffolk,11703,40.7321,North Babylon,NY,-73.3236
Suffolk,11704,40.7135,West Babylon,NY,-73.3546
Suffolk,11705,40.7444,Bayport,NY,-73.0542
Suffolk,11706,40.7051,Bay Shore,NY,-73.243
Suffolk,11707,40.7182,West Babylon,NY,-73.3543
Nassau,11709,40.9074,Bayville,NY,-73.5601
Nassau,11710,40.6729,Bellmore,NY,-73.5365
Suffolk,11713,40.7733,Bellport,NY,-72.9469
Nassau,11714,40.74,Bethpage,NY,-73.4857
Suffolk,11715,40.7501,Blue Point,NY,-73.0352
Suffolk,11716,40.7678,Bohemia,NY,-73.1163
Suffolk,11717,40.7809,Brentwood,NY,-73.2503
Suffolk,11718,40.728,Brightwaters,NY,-73.2646
Suffolk,11719,40.7843,Brookhaven,NY,-72.8921
Suffolk,11720,40.8705,Centereach,NY,-73.0822
Suffolk,11721,40.8929,Centerport,NY,-73.3754
Suffolk,11722,40.7866,Central Islip,NY,-73.1961
Suffolk,11724,40.8601,Cold Spring Harbor,NY,-73.4423
Suffolk,11725,40.843,Commack,NY,-73.2799
Suffolk,11726,40.6778,Copiague,NY,-73.3963
Suffolk,11727,40.885,Coram,NY,-73.0069
Suffolk,11729,40.7591,Deer Park,NY,-73.3257
Suffolk,11730,40.7282,East Islip,NY,-73.1805
Suffolk,11731,40.857,East Northport,NY,-73.3146
Nassau,11732,40.8472,East Norwich,NY,-73.5349
Suffolk,11733,40.9426,East Setauket,NY,-73.1116
Nassau,11735,40.7315,Farmingdale,NY,-73.4327
Nassau,11737,40.7326,Farmingdale,NY,-73.4454
Suffolk,11738,40.8366,Farmingville,NY,-73.0413
Suffolk,11739,40.7297,Great River,NY,-73.1607
Suffolk,11740,40.8621,Greenlawn,NY,-73.3646
Suffolk,11741,40.7964,Holbrook,NY,-73.0718
Suffolk,11742,40.8105,Holtsville,NY,-73.0416
Suffolk,11743,40.8676,Huntington,NY,-73.4102
Suffolk,11746,40.8143,Huntington Station,NY,-73.3634
Suffolk,11747,40.7946,Melville,NY,-73.403
Suffolk,11749,40.8067,Islandia,NY,-73.1709
Suffolk,11751,40.7348,Islip,NY,-73.2221
Suffolk,11752,40.7548,Islip Terrace,NY,-73.1827
Nassau,11753,40.7881,Jericho,NY,-73.5331
Suffolk,11754,40.8861,Kings Park,NY,-73.2438
Suffolk,11755,40.8567,Lake Grove,NY,-73.1168
Nassau,11756,40.7254,Levittown,NY,-73.5166
Suffolk,11757,40.6884,Lindenhurst,NY,-73.3745
Nassau,11758,40.6682,Massapequa,NY,-73.4588
Suffolk,11760,40.7934,Melville,NY,-73.4151
Nassau,11762,40.6807,Massapequa Park,NY,-73.4444
Suffolk,11763,40.8174,Medford,NY,-72.9852
Suffolk,11764,40.9436,Miller Place,NY,-72.9913
Nassau,11765,40.8857,Mill Neck,NY,-73.5526
Suffolk,11766,40.9271,Mount Sinai,NY,-73.0127
Suffolk,11767,40.8462,Nesconset,NY,-73.1482
Suffolk,11768,40.9051,Northport,NY,-73.3309
Suffolk,11769,40.7382,Oakdale,NY,-73.1297
Suffolk,11770,40.6443,Ocean Beach,NY,-73.1613
Nassau,11771,40.866,Oyster Bay,NY,-73.5272
Suffolk,11772,40.7609,Patchogue,NY,-72.9871
Nassau,11773,40.8262,Syosset,NY,-73.5021
Suffolk,11775,40.7934,Melville,NY,-73.4151
Suffolk,11776,40.9136,Port Jefferson Station,NY,-73.0464
Suffolk,11777,40.9457,Port Jefferson,NY,-73.0611
Suffolk,11778,40.9492,Rocky Point,NY,-72.9357
Suffolk,11779,40.8083,Ronkonkoma,NY,-73.1305
Suffolk,11780,40.8813,Saint James,NY,-73.1591
Suffolk,11782,40.7459,Sayville,NY,-73.0859
Nassau,11783,40.6795,Seaford,NY,-73.491
Suffolk,11784,40.8699,Selden,NY,-73.0448
Suffolk,11786,40.9485,Shoreham,NY,-72.8927
Suffolk,11787,40.8542,Smithtown,NY,-73.2138
Suffolk,11788,40.8231,Hauppauge,NY,-73.1958
Suffolk,11789,40.9567,Sound Beach,NY,-72.9742
Suffolk,11790,40.9068,Stony Brook,NY,-73.1277
Nassau,11791,40.8146,Syosset,NY,-73.5024
Suffolk,11792,40.952,Wading River,NY,-72.8348
Nassau,11793,40.685,Wantagh,NY,-73.5103
Suffolk,11794,40.9257,Stony Brook,NY,-73.1409
Suffolk,11795,40.7117,West Islip,NY,-73.3007
Suffolk,11796,40.732,West Sayville,NY,-73.1
Nassau,11797,40.8154,Woodbury,NY,-73.4716
Suffolk,11798,40.7523,Wyandanch,NY,-73.3761
Nassau,11801,40.7623,Hicksville,NY,-73.523
Nassau,11802,40.7684,Hicksville,NY,-73.5251
Nassau,11803,40.7781,Plainview,NY,-73.4816
Nassau,11804,40.765,Old Bethpage,NY,-73.4575
Nassau,11815,40.7548,Hicksville,NY,-73.6018
Nassau,11819,40.7684,Hicksville,NY,-73.5251
Nassau,11853,40.792,Jericho,NY,-73.5398
Suffolk,11901,40.9262,Riverhead,NY,-72.652
Suffolk,11930,40.9895,Amagansett,NY,-72.0959
Suffolk,11931,40.9223,Aquebogue,NY,-72.6371
Suffolk,11932,40.9339,Bridgehampton,NY,-72.3077
Suffolk,11933,40.9297,Calverton,NY,-72.7423
Suffolk,11934,40.7997,Center Moriches,NY,-72.797
Suffolk,11935,41.0139,Cutchogue,NY,-72.4803
Suffolk,11937,40.993,East Hampton,NY,-72.179
Suffolk,11939,41.1264,East Marion,NY,-72.3419
Suffolk,11940,40.809,East Moriches,NY,-72.7538
Suffolk,11941,40.8297,Eastport,NY,-72.7283
Suffolk,11942,40.8428,East Quogue,NY,-72.5813
Suffolk,11944,41.1039,Greenport,NY,-72.3674
Suffolk,11946,40.8726,Hampton Bays,NY,-72.5202
Suffolk,11947,40.9223,Jamesport,NY,-72.6371
Suffolk,11948,40.9674,Laurel,NY,-72.554
Suffolk,11949,40.8421,Manorville,NY,-72.8002
Suffolk,11950,40.8064,Mastic,NY,-72.8566
Suffolk,11951,40.7657,Mastic Beach,NY,-72.8537
Suffolk,11952,40.9943,Mattituck,NY,-72.5363
Suffolk,11953,40.8782,Middle Island,NY,-72.9525
Suffolk,11954,41.0459,Montauk,NY,-71.944
Suffolk,11955,40.8095,Moriches,NY,-72.8229
Suffolk,11956,40.9915,New Suffolk,NY,-72.4759
Suffolk,11957,41.1437,Orient,NY,-72.2879
Suffolk,11958,41.0392,Peconic,NY,-72.4666
Suffolk,11959,40.8226,Quogue,NY,-72.6012
Suffolk,11960,40.8086,Remsenburg,NY,-72.7064
Suffolk,11961,40.9018,Ridge,NY,-72.8881
Suffolk,11962,40.9305,Sagaponack,NY,-72.2707
Suffolk,11963,40.982,Sag Harbor,NY,-72.3067
Suffolk,11964,41.064,Shelter Island,NY,-72.3366
Suffolk,11965,41.084,Shelter Island Heights,NY,-72.3559
Suffolk,11967,40.8015,Shirley,NY,-72.8676
Suffolk,11968,40.9043,Southampton,NY,-72.4103
Suffolk,11969,40.8843,Southampton,NY,-72.3895
Suffolk,11970,40.9365,South Jamesport,NY,-72.5773
Suffolk,11971,41.0555,Southold,NY,-72.429
Suffolk,11972,40.8195,Speonk,NY,-72.7054
Suffolk,11973,40.8678,Upton,NY,-72.8822
Suffolk,11975,40.9396,Wainscott,NY,-72.2425
Suffolk,11976,40.9209,Water Mill,NY,-72.3491
Suffolk,11977,40.818,Westhampton,NY,-72.6699
Suffolk,11978,40.8295,Westhampton Beach,NY,-72.6473
Suffolk,11980,40.837,Yaphank,NY,-72.9174
Albany,12007,42.4561,Alcove,NY,-73.9277
Schenectady,12008,42.8573,Alplaus,NY,-73.9002
Albany,12009,42.7063,Altamont,NY,-74.0193
Montgomery,12010,42.9387,Amsterdam,NY,-74.1882
Greene,12015,42.2736,Athens,NY,-73.8152
Montgomery,12016,42.9295,Auriesville,NY,-74.3165
Columbia,12017,42.3223,Austerlitz,NY,-73.455
Rensselaer,12018,42.6365,Averill Park,NY,-73.5504
Saratoga,12019,42.9192,Ballston Lake,NY,-73.8552
Saratoga,12020,43.005,Ballston Spa,NY,-73.8486
Rensselaer,12022,42.6919,Berlin,NY,-73.3702
Albany,12023,42.6108,Berne,NY,-74.1466
Rensselaer,12024,42.495,Brainard,NY,-73.5107
Fulton,12025,43.0727,Broadalbin,NY,-74.1684
Saratoga,12027,42.9329,Burnt Hills,NY,-73.896
Rensselaer,12028,42.9601,Buskirk,NY,-73.4497
Columbia,12029,42.4132,Canaan,NY,-73.4159
Schoharie,12031,42.7648,Carlisle,NY,-74.4569
Fulton,12032,43.1922,Caroga Lake,NY,-74.5169
Rensselaer,12033,42.5376,Castleton On Hudson,NY,-73.7071
Schoharie,12035,42.737,Central Bridge,NY,-74.3451
Schoharie,12036,42.533,Charlotteville,NY,-74.6819
Columbia,12037,42.3496,Chatham,NY,-73.5873
Rensselaer,12040,42.6467,Cherry Plain,NY,-73.3716
Albany,12041,42.5759,Clarksville,NY,-73.964
Greene,12042,42.3659,Climax,NY,-73.851
Schoharie,12043,42.684,Cobleskill,NY,-74.4939
Albany,12045,42.4757,Coeymans,NY,-73.7977
Albany,12046,42.4865,Coeymans Hollow,NY,-73.9206
Albany,12047,42.7754,Cohoes,NY,-73.7124
Columbia,12050,42.3172,Columbiaville,NY,-73.7486
Greene,12051,42.3501,Coxsackie,NY,-73.8199
Rensselaer,12052,42.7667,Cropseyville,NY,-73.4719
Schenectady,12053,42.748,Delanson,NY,-74.1868
Albany,12054,42.6158,Delmar,NY,-73.8373
Albany,12055,42.6149,Dormansville,NY,-73.9708
Schenectady,12056,42.7708,Duanesburg,NY,-74.0839
Washington,12057,42.9808,Eagle Bridge,NY,-73.3522
Greene,12058,42.3527,Earlton,NY,-73.9062
Albany,12059,42.6191,East Berne,NY,-74.0555
Columbia,12060,42.433,East Chatham,NY,-73.4903
Rensselaer,12061,42.5951,East Greenbush,NY,-73.6826
Rensselaer,12062,42.5352,East Nassau,NY,-73.4984
Rensselaer,12063,42.5637,East Schodack,NY,-73.6274
Otsego,12064,42.6321,East Worcester,NY,-74.6674
Saratoga,12065,42.8499,Clifton Park,NY,-73.7851
Montgomery,12066,42.7717,Esperance,NY,-74.2882
Albany,12067,42.555,Feura Bush,NY,-73.9237
Montgomery,12068,42.9571,Fonda,NY,-74.4021
Montgomery,12069,42.9423,Fort Hunter,NY,-74.2851
Montgomery,12070,42.9765,Fort Johnson,NY,-74.2484
Schoharie,12071,42.5923,Fultonham,NY,-74.4381
Montgomery,12072,42.9036,Fultonville,NY,-74.3598
Schoharie,12073,42.6626,Gallupville,NY,-74.2326
Saratoga,12074,43.0217,Galway,NY,-74.029
Columbia,12075,42.3036,Ghent,NY,-73.6486
Schoharie,12076,42.4108,Gilboa,NY,-74.4003
Albany,12077,42.5971,Glenmont,NY,-73.7959
Fulton,12078,43.0616,Gloversville,NY,-74.3375
Rensselaer,12082,42.7726,Grafton,NY,-73.4468
Greene,12083,42.4113,Greenville,NY,-74.0222
Albany,12084,42.6973,Guilderland,NY,-73.8975
Albany,12085,42.6948,Guilderland Center,NY,-73.9053
Montgomery,12086,42.9695,Hagaman,NY,-74.1556
Greene,12087,42.429,Hannacroix,NY,-73.8093
Rensselaer,12089,42.8667,Hoosick,NY,-73.3181
Rensselaer,12090,42.8937,Hoosick Falls,NY,-73.3581
Schoharie,12092,42.7045,Howes Cave,NY,-74.3648
Schoharie,12093,42.4999,Jefferson,NY,-74.6117
Rensselaer,12094,42.8769,Johnsonville,NY,-73.4989
Fulton,12095,43.0069,Johnstown,NY,-74.3715
Columbia,12106,42.3767,Kinderhook,NY,-73.7183
Albany,12107,42.66,Knox,NY,-74.1168
Hamilton,12108,43.6676,Lake Pleasant,NY,-74.4569
Albany,12110,42.7462,Latham,NY,-73.763
Columbia,12115,42.4725,Malden Bridge,NY,-73.5807
Otsego,12116,42.5371,Maryland,NY,-74.903
Fulton,12117,43.1411,Mayfield,NY,-74.2444
Saratoga,12118,42.9168,Mechanicville,NY,-73.7214
Albany,12120,42.4515,Medusa,NY,-74.1315
Rensselaer,12121,42.8412,Melrose,NY,-73.6077
Schoharie,12122,42.5637,Middleburgh,NY,-74.3292
Rensselaer,12123,42.5271,Nassau,NY,-73.6118
Greene,12124,42.4442,New Baltimore,NY,-73.7882
Columbia,12125,42.4759,New Lebanon,NY,-73.3773
Albany,12128,42.725,Newtonville,NY,-73.7643
Columbia,12130,42.44,Niverville,NY,-73.6663
Schoharie,12131,42.4899,North Blenheim,NY,-74.4282
Columbia,12132,42.4705,North Chatham,NY,-73.63
Rensselaer,12133,42.9261,North Hoosick,NY,-73.3464
Fulton,12134,43.2662,Northville,NY,-74.2288
Columbia,12136,42.4357,Old Chatham,NY,-73.5545
Schenectady,12137,42.8499,Pattersonville,NY,-74.1231
Rensselaer,12138,42.7495,Petersburg,NY,-73.3401
Hamilton,12139,43.4481,Piseco,NY,-74.5263
Rensselaer,12140,42.6918,Poestenkill,NY,-73.5627
Schenectady,12141,42.7318,Quaker Street,NY,-74.1854
Albany,12143,42.4754,Ravena,NY,-73.822
Rensselaer,12144,42.6359,Rensselaer,NY,-73.7219
Albany,12147,42.5133,Rensselaerville,NY,-74.1474
Saratoga,12148,42.8524,Rexford,NY,-73.8701
Schoharie,12149,42.6424,Richmondville,NY,-74.571
Schenectady,12150,42.8745,Rotterdam Junction,NY,-74.0465
Saratoga,12151,42.9247,Round Lake,NY,-73.7859
Rensselaer,12153,42.6379,Sand Lake,NY,-73.4989
Rensselaer,12154,42.9144,Schaghticoke,NY,-73.6154
Otsego,12155,42.59,Schenevus,NY,-74.8149
Rensselaer,12156,42.4816,Schodack Landing,NY,-73.748
Schoharie,12157,42.6615,Schoharie,NY,-74.3047
Albany,12158,42.5486,Selkirk,NY,-73.8129
Albany,12159,42.6485,Slingerlands,NY,-73.8711
Schoharie,12160,42.7599,Sloansville,NY,-74.3642
Albany,12161,42.5317,South Bethlehem,NY,-73.8473
Hamilton,12164,43.5042,Speculator,NY,-74.3667
Columbia,12165,42.3091,Spencertown,NY,-73.5008
Montgomery,12166,42.8484,Sprakers,NY,-74.4536
Delaware,12167,42.4174,Stamford,NY,-74.6098
Rensselaer,12168,42.5487,Stephentown,NY,-73.374
Rensselaer,12169,42.5855,Stephentown,NY,-73.4154
Saratoga,12170,43.0019,Stillwater,NY,-73.6609
Columbia,12172,42.2857,Stottville,NY,-73.7335
Columbia,12173,42.3596,Stuyvesant,NY,-73.7613
Columbia,12174,42.344,Stuyvesant Falls,NY,-73.7348
Schoharie,12175,42.535,Summit,NY,-74.5452
Greene,12176,42.3851,Surprise,NY,-73.9587
Montgomery,12177,42.95,Tribes Hill,NY,-74.297
Rensselaer,12180,42.7287,Troy,NY,-73.6683
Rensselaer,12181,42.7387,Troy,NY,-73.6739
Rensselaer,12182,42.7829,Troy,NY,-73.6648
Albany,12183,42.746,Troy,NY,-73.6943
Columbia,12184,42.4321,Valatie,NY,-73.6683
Rensselaer,12185,42.8855,Valley Falls,NY,-73.5437
Albany,12186,42.6431,Voorheesville,NY,-73.9448
Schoharie,12187,42.5923,Warnerville,NY,-74.4381
Saratoga,12188,42.81,Waterford,NY,-73.6995
Albany,12189,42.7298,Watervliet,NY,-73.7123
Hamilton,12190,43.4012,Wells,NY,-74.2886
Greene,12192,42.4029,West Coxsackie,NY,-73.8283
Albany,12193,42.5156,Westerlo,NY,-74.0394
Schoharie,12194,42.5506,West Fulton,NY,-74.4631
Columbia,12195,42.4862,West Lebanon,NY,-73.4662
Rensselaer,12196,42.638,West Sand Lake,NY,-73.6109
Otsego,12197,42.6049,Worcester,NY,-74.7299
Rensselaer,12198,42.6878,Wynantskill,NY,-73.6383
Albany,12201,42.6526,Albany,NY,-73.7562
Albany,12202,42.6413,Albany,NY,-73.7641
Albany,12203,42.7003,Albany,NY,-73.8575
Albany,12204,42.6847,Albany,NY,-73.7354
Albany,12205,42.7198,Albany,NY,-73.8207
Albany,12206,42.6683,Albany,NY,-73.7744
Albany,12207,42.6526,Albany,NY,-73.7562
Albany,12208,42.656,Albany,NY,-73.7964
Albany,12209,42.6417,Albany,NY,-73.7854
Albany,12210,42.6568,Albany,NY,-73.7605
Albany,12211,42.713,Albany,NY,-73.7739
Albany,12212,42.7168,Albany,NY,-73.8104
Albany,12214,42.6526,Albany,NY,-73.7562
Albany,12220,42.6526,Albany,NY,-73.7562
Albany,12222,42.6853,Albany,NY,-73.8253
Albany,12223,42.6526,Albany,NY,-73.7562
Albany,12224,42.6526,Albany,NY,-73.7562
Albany,12225,42.6526,Albany,NY,-73.7562
Albany,12226,42.6526,Albany,NY,-73.7562
Albany,12227,42.6526,Albany,NY,-73.7562
Albany,12228,42.6526,Albany,NY,-73.7562
Albany,12229,42.6526,Albany,NY,-73.7562
Albany,12230,42.6526,Albany,NY,-73.7562
Albany,12231,42.6526,Albany,NY,-73.7562
Albany,12232,42.6526,Albany,NY,-73.7562
Albany,12233,42.6526,Albany,NY,-73.7562
Albany,12234,42.6526,Albany,NY,-73.7562
Albany,12235,42.6526,Albany,NY,-73.7562
Albany,12236,42.6526,Albany,NY,-73.7562
Albany,12237,42.6526,Albany,NY,-73.7562
Albany,12238,42.6526,Albany,NY,-73.7562
Albany,12239,42.6526,Albany,NY,-73.7562
Albany,12240,42.6526,Albany,NY,-73.7562
Albany,12241,42.6526,Albany,NY,-73.7562
Albany,12242,42.6526,Albany,NY,-73.7562
Albany,12243,42.6526,Albany,NY,-73.7562
Albany,12244,42.6526,Albany,NY,-73.7562
Albany,12245,42.6526,Albany,NY,-73.7562
Albany,12246,42.6471,Albany,NY,-73.7503
Albany,12247,42.6526,Albany,NY,-73.7562
Albany,12248,42.6526,Albany,NY,-73.7562
Albany,12249,42.6526,Albany,NY,-73.7562
Albany,12250,42.6526,Albany,NY,-73.7562
Albany,12252,42.6526,Albany,NY,-73.7562
Albany,12255,42.6526,Albany,NY,-73.7562
Albany,12256,42.6526,Albany,NY,-73.7562
Albany,12257,42.6526,Albany,NY,-73.7562
Albany,12260,42.6526,Albany,NY,-73.7562
Albany,12261,42.6526,Albany,NY,-73.7562
Albany,12288,42.6526,Albany,NY,-73.7562
Schenectady,12301,42.8142,Schenectady,NY,-73.9396
Schenectady,12302,42.88,Schenectady,NY,-73.9913
Schenectady,12303,42.7823,Schenectady,NY,-73.9448
Schenectady,12304,42.7841,Schenectady,NY,-73.9094
Schenectady,12305,42.8161,Schenectady,NY,-73.9398
Schenectady,12306,42.7904,Schenectady,NY,-73.9809
Schenectady,12307,42.8047,Schenectady,NY,-73.9363
Schenectady,12308,42.8179,Schenectady,NY,-73.9206
Schenectady,12309,42.8091,Schenectady,NY,-73.8693
Schenectady,12325,42.8333,Schenectady,NY,-74.058
Schenectady,12345,42.8142,Schenectady,NY,-73.9396
Ulster,12401,41.9697,Kingston,NY,-74.0668
Ulster,12402,41.927,Kingston,NY,-73.9974
Ulster,12404,41.8083,Accord,NY,-74.2353
Greene,12405,42.3304,Acra,NY,-74.0857
Delaware,12406,42.1417,Arkville,NY,-74.5721
Greene,12407,42.3037,Ashland,NY,-74.3335
Ulster,12409,42.0406,Bearsville,NY,-74.1551
Ulster,12410,42.074,Big Indian,NY,-74.453
Ulster,12411,41.8752,Bloomington,NY,-74.0436
Ulster,12412,42.0048,Boiceville,NY,-74.2658
Greene,12413,42.3096,Cairo,NY,-74.0115
Greene,12414,42.2276,Catskill,NY,-73.8985
Ulster,12416,42.095,Chichester,NY,-74.2717
Ulster,12417,41.9076,Connelly,NY,-73.9893
Greene,12418,42.3629,Cornwallville,NY,-74.1631
Ulster,12419,41.8467,Cottekill,NY,-74.1038
Ulster,12420,41.6698,Cragsmoor,NY,-74.3801
Delaware,12421,42.2522,Denver,NY,-74.5407
Greene,12422,42.402,Durham,NY,-74.1849
Greene,12423,42.386,East Durham,NY,-74.1117
Greene,12424,42.2469,East Jewett,NY,-74.1353
Greene,12427,42.1643,Elka Park,NY,-74.1245
Ulster,12428,41.7218,Ellenville,NY,-74.4141
Ulster,12429,41.8279,Esopus,NY,-73.9651
Delaware,12430,42.1772,Fleischmanns,NY,-74.5473
Greene,12431,42.3815,Freehold,NY,-74.0623
Ulster,12432,42.0437,Glasco,NY,-73.9474
Ulster,12433,42.0053,Glenford,NY,-74.1532
Delaware,12434,42.362,Grand Gorge,NY,-74.494
Ulster,12435,41.7281,Greenfield Park,NY,-74.5201
Greene,12436,42.1955,Haines Falls,NY,-74.1023
Delaware,12438,42.2079,Halcottsville,NY,-74.6012
Greene,12439,42.2898,Hensonville,NY,-74.2165
Ulster,12440,41.8167,High Falls,NY,-74.1311
Ulster,12441,42.1443,Highmount,NY,-74.4899
Greene,12442,42.2333,Hunter,NY,-74.2416
Ulster,12443,41.9327,Hurley,NY,-74.0687
Greene,12444,42.2694,Jewett,NY,-74.2793
Ulster,12446,41.7939,Kerhonkson,NY,-74.3035
Ulster,12448,42.0733,Lake Hill,NY,-74.2123
Ulster,12449,41.9918,Lake Katrine,NY,-73.9924
Greene,12450,42.1332,Lanesville,NY,-74.2443
Greene,12451,42.3045,Leeds,NY,-73.9457
Greene,12452,42.2404,Lexington,NY,-74.3654
Ulster,12453,42.0987,Malden On Hudson,NY,-73.9354
Greene,12454,42.2995,Maplecrest,NY,-74.1655
Delaware,12455,42.1852,Margaretville,NY,-74.6178
Ulster,12456,42.0357,Mount Marion,NY,-74.0002
Ulster,12457,42.0435,Mount Tremper,NY,-74.2485
Ulster,12458,41.759,Napanoch,NY,-74.3804
Delaware,12459,42.2094,New Kingston,NY,-74.6837
Greene,12460,42.4098,Oak Hill,NY,-74.1524
Ulster,12461,41.875,Olivebridge,NY,-74.2734
Greene,12463,42.1729,Palenville,NY,-74.0167
Ulster,12464,42.0848,Phoenicia,NY,-74.3154
Ulster,12465,42.1331,Pine Hill,NY,-74.4802
Ulster,12466,41.8948,Port Ewen,NY,-73.9767
Greene,12468,42.2979,Prattsville,NY,-74.3895
Albany,12469,42.4563,Preston Hollow,NY,-74.242
Greene,12470,42.2959,Purling,NY,-74.0773
Ulster,12471,41.8403,Rifton,NY,-74.0306
Ulster,12472,41.8402,Rosendale,NY,-74.073
Greene,12473,42.2678,Round Top,NY,-74.0523
Delaware,12474,42.2957,Roxbury,NY,-74.5631
Ulster,12475,42.0176,Ruby,NY,-74.0079
Ulster,12477,42.0738,Saugerties,NY,-73.9797
Ulster,12480,42.1363,Shandaken,NY,-74.3774
Ulster,12481,41.9767,Shokan,NY,-74.2119
Greene,12482,42.2681,South Cairo,NY,-73.9554
Ulster,12483,41.6639,Spring Glen,NY,-74.4245
Ulster,12484,41.8616,Stone Ridge,NY,-74.1697
Greene,12485,42.1956,Tannersville,NY,-74.1338
Ulster,12486,41.8338,Tillson,NY,-74.0626
Ulster,12487,41.8651,Ulster Park,NY,-73.9948
Ulster,12489,41.7606,Wawarsing,NY,-74.3535
Ulster,12490,42.1087,West Camp,NY,-73.9346
Ulster,12491,41.9973,West Hurley,NY,-74.1049
Greene,12492,42.2046,West Kill,NY,-74.362
Ulster,12493,41.7953,West Park,NY,-73.9809
Ulster,12494,41.9673,West Shokan,NY,-74.2871
Ulster,12495,42.0849,Willow,NY,-74.2407
Greene,12496,42.3175,Windham,NY,-74.262
Ulster,12498,42.0348,Woodstock,NY,-74.112
Dutchess,12501,41.8447,Amenia,NY,-73.5542
Columbia,12502,42.0851,Ancram,NY,-73.6424
Columbia,12503,42.0381,Ancramdale,NY,-73.5819
Dutchess,12504,42.0354,Annandale On Hudson,NY,-73.9092
Dutchess,12506,41.8756,Bangall,NY,-73.6912
Dutchess,12507,42.0005,Barrytown,NY,-73.9199
Dutchess,12508,41.5097,Beacon,NY,-73.9634
Dutchess,12510,41.6712,Billings,NY,-73.7632
Dutchess,12511,41.5462,Castle Point,NY,-73.9596
Dutchess,12512,41.5528,Chelsea,NY,-73.9682
